Country Code,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
KWT,NA,0.205390006,0.257950008,0.197640002,0.125430003,0.178819999,0.180010006,0.143470004,0.130099997,0.100830004,0.08478,0.08585,0.085500002,0.112199999,0.101400003,0.098980002,0.097209997,0.301530004,NA
LAC,NA,NA,NA,NA,0.559753303,0.539633506,0.532176654,0.564878101,0.569290441,0.621888642,0.612384364,0.667106901,0.717085048,0.756683327,0.804903942,0.785044345,0.790351975,0.861177462,NA
LAO,NA,NA,NA,NA,NA,NA,0.037099998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LBY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LCA,NA,NA,0.765879989,0.364399999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LCN,NA,NA,NA,NA,0.553693517,0.5376165,0.52759907,0.561861378,0.566097033,0.618098182,0.606772312,0.643066821,0.693838024,0.723402609,0.774144048,0.757061431,0.760189013,0.818580226,NA
LDC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LKA,0.183559999,NA,NA,NA,0.143920004,NA,NA,NA,0.182099998,NA,0.174199998,NA,0.114440002,NA,0.136869997,NA,NA,0.100809999,NA
LMC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.517252639,NA,NA,NA,NA,NA
LMY,NA,NA,NA,NA,0.639105488,0.673790253,0.725293172,0.778860822,0.805643823,0.846115898,0.88400894,0.89529445,0.978808065,1.045621033,1.121187701,1.153255145,1.31607875,1.353473252,NA
LSO,NA,NA,NA,NA,NA,NA,0.049430002,0.051309999,0.067730002,NA,NA,NA,NA,0.0296,NA,0.01283,NA,NA,NA
LTE,NA,NA,NA,NA,0.815882329,0.871709349,0.896773147,0.95987821,0.969065665,1.028851052,1.034340819,1.064816915,1.126625128,1.282255728,1.325905376,1.31244162,1.457170948,1.543625187,1.656650549
LTU,0.491549999,0.536580026,0.543770015,0.501999974,0.584800005,0.666790009,0.656700015,0.663389981,0.750660002,0.747409999,0.791190028,0.800930023,0.788439989,0.829670012,0.783479989,0.904250026,0.895060003,0.950810015,1.014770031
LUX,NA,NA,NA,NA,1.568480015,NA,NA,1.64546001,1.618549943,1.587440014,1.686660051,1.609089971,1.643669963,1.710260034,1.527369976,1.49526,1.28839004,1.301429987,1.256100059
LVA,0.39745,0.366560012,0.378899992,0.351999998,0.436150014,0.403349996,0.409249991,0.360430002,0.400510013,0.530200005,0.651719987,0.554769993,0.582270026,0.453150004,0.611339986,0.698629975,0.666530013,0.612839997,0.690389991
MAC,NA,NA,NA,NA,NA,0.065540001,0.073179998,0.064960003,0.05545,0.090329997,0.084629998,0.058060002,0.102509998,0.05477,0.049910001,0.044530001,0.048110001,0.05139,0.08681
MAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,NA,NA,0.285600007,NA,NA,0.634729981,0.549549997,0.659089983,NA,NA,0.63568002,NA,NA,NA,0.714540005,NA,NA,NA,NA
MCO,NA,NA,NA,NA,NA,NA,NA,NA,0.037190001,0.037519999,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDA,0.872950017,0.806789994,NA,NA,NA,NA,NA,0.324050009,0.349029988,0.398649991,0.406219989,0.545580029,0.534630001,0.525569975,0.43987,0.404989988,0.417329997,0.354189992,0.371520013
MDG,NA,0.220320001,0.110440001,0.096000001,0.119759999,0.218209997,0.245519996,0.33840999,0.223529994,0.175520003,0.163709998,0.140369996,0.134039998,0.146830007,0.113240004,0.10588,NA,NA,0.01562
MDV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEX,0.259229988,0.287609994,0.316689998,0.356440008,0.317000002,0.338499993,0.381779999,0.388940006,0.394199997,0.403560013,0.373079985,0.368499994,0.403829992,0.431410015,0.45460999,0.425630003,0.431950003,0.501230001,0.538119972
MHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIC,NA,NA,NA,NA,0.640028179,0.675180985,0.727794458,0.78176071,0.809586364,0.851801305,0.886766006,0.899577387,0.982837872,1.04932979,1.125414482,1.154038878,1.316302153,1.355209794,NA
MKD,NA,0.377730012,0.4296,0.345099986,0.418879986,0.293099999,0.244609997,0.210639998,0.232370004,NA,0.193729997,0.170929998,0.223580003,0.196789995,0.216340005,0.222760007,0.326759994,0.440990001,NA
MLI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249149993,NA,NA,0.672720015,NA,NA,NA,NA
MLT,NA,NA,NA,NA,NA,NA,0.260360003,0.25266999,0.529120028,0.565699995,0.615920007,0.578909993,0.559689999,0.544759989,0.684750021,0.713620007,0.89319998,0.884570003,0.848089993
MMR,NA,0.05985,0.034170002,0.044059999,0.113059998,0.071439996,0.162159994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338407841,NA,NA,NA,NA
MNE,NA,NA,NA,NA,NA,NA,NA,0.797739983,1.018720031,0.924430013,1.241719961,1.148910046,NA,NA,NA,0.404790014,NA,0.374309987,0.363200009
MNG,NA,0.167860001,0.166429996,0.15016,0.187570006,0.26749,0.251729995,0.251800001,0.267769992,0.237749994,0.191210002,0.23827,0.336670011,0.304780006,0.244379997,0.230540007,0.239130005,0.233140007,0.227310002
MNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOZ,NA,NA,NA,NA,NA,NA,0.421020001,NA,NA,NA,0.455009997,NA,0.152940005,NA,0.422520012,NA,NA,NA,NA
MRT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MUS,NA,0.27899,0.261779994,0.313870013,0.289029986,0.368730009,0.373769999,0.338059992,0.379319996,0.372289985,NA,NA,NA,NA,NA,NA,0.181189999,NA,NA
MWI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYS,0.216450006,NA,0.397890002,NA,0.468989998,NA,0.652540028,NA,0.599900007,NA,0.611060023,NA,0.78846997,1.010010004,1.036080003,1.033419967,1.092689991,NA,1.262590051
NAC,2.382183018,2.410062134,2.445798361,2.490324722,2.569797523,2.599172604,2.513477668,2.511700968,2.453022001,2.463107752,2.498206986,2.560511995,2.679978361,2.739713151,2.651574575,2.662273496,2.604633387,2.621669677,NA
NAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141650006,NA,NA,NA,NA
NCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NGA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218960002,NA,NA,NA,NA,NA,NA,NA
NIC,NA,0.065099999,NA,NA,NA,NA,0.034929998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLD,1.860700011,1.865419984,1.764350057,1.843129992,1.805559993,1.815619946,1.768849969,1.805510044,1.80727005,1.791030049,1.756700039,1.686339974,1.64309001,1.685400009,1.724750042,1.903059959,1.939450026,1.957939982,1.972800016
NOR,NA,1.593520045,NA,1.60532999,NA,1.56230998,1.630579948,1.68035996,1.545060039,1.483170033,1.455979943,1.564779997,1.555500031,1.723850012,1.650869966,1.627539992,1.620239973,1.653679967,1.710229993
NPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054389998,0.259240001,0.302210003,NA,NA,NA,NA
NRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NZL,NA,1.056489944,NA,0.963869989,NA,1.100289941,NA,1.147480011,NA,1.117110014,NA,1.161139965,NA,1.261569977,NA,1.248219967,NA,1.171609998,NA
OED,2.132787573,2.14989072,2.166712542,2.235670282,2.284391064,2.314863101,2.257134436,2.247666303,2.199007475,2.2141863,2.237571133,2.238649817,2.323112406,2.403680308,2.364823656,2.393969667,2.417100464,2.404459736,NA
OMN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136449993,0.209319994,0.170870006,NA
OSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PAK,NA,0.155650005,0.109190002,0.115900002,0.128279999,0.166700006,0.219769999,NA,NA,0.436890006,NA,0.632499993,NA,0.448060006,NA,0.329169989,NA,0.292939991,NA
PAN,0.328339994,0.316709995,0.285059988,0.288049996,0.383980006,0.381960005,0.36232999,0.339980006,0.239789993,0.245460004,0.249170005,0.183219999,0.192729995,0.138170004,0.147670001,0.180399999,0.080250002,0.066359997,NA
PER,NA,0.085529998,0.102509998,0.100189999,0.114349999,0.11191,0.106810004,0.107579999,0.155949995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHL,NA,NA,NA,NA,NA,NA,0.137429997,0.129940003,NA,0.111429997,NA,0.109630004,NA,0.113959998,NA,0.117260002,NA,0.137879997,NA
PLW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POL,0.652040005,0.650529981,0.664839983,0.687849998,0.642019987,0.622839987,0.557850003,0.538839996,0.555939972,0.565989971,0.55321002,0.562279999,0.603309989,0.666000009,0.720809996,0.746010005,0.881089985,0.870819986,0.940500021
PRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451310009,NA,NA,NA,0.435680002,NA
PRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRT,0.549499989,0.563600004,0.624679983,0.680999994,0.721270025,0.764519989,0.721449971,0.697589993,0.728709996,0.757070005,0.954550028,1.124269962,1.445199966,1.579730034,1.532570004,1.456830025,1.377769947,1.326410055,1.2852
PRY,NA,NA,NA,NA,NA,0.074270003,0.085249998,0.071630001,0.072659999,0.074869998,NA,NA,0.054719999,NA,NA,0.056710001,0.088160001,NA,NA
PSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PST,2.1914409,2.215618889,2.224036253,2.292475137,2.357497391,2.387182833,2.329317416,2.316676085,2.267784903,2.291402833,2.319289947,2.332753236,2.420965277,2.491698632,2.460729359,2.494016328,2.51764113,2.503979369,NA
PYF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469909996,NA,NA
ROU,0.705429971,0.579219997,0.492080003,0.395790011,0.364450008,0.388200015,0.376329988,0.383410007,0.383069992,0.407469988,0.45122999,0.52056998,0.568409979,0.461670011,0.452060014,0.493160009,0.481449991,0.38657999,0.383370012
RUS,0.965929985,1.043740034,0.953840017,0.99624002,1.049839973,1.176939964,1.24782002,1.286039948,1.151329994,1.067970037,1.072939992,1.116109967,1.044350028,1.251919985,1.130200028,1.090690017,1.125620008,1.132789969,1.186910033
RWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAS,0.612854799,0.607078093,0.616744385,0.639750652,0.637561768,0.644926827,0.646883123,0.706889987,0.727945638,0.762752961,0.779028801,0.773180895,0.809571402,0.773149628,0.771225482,0.770530471,NA,NA,NA
SAU,NA,NA,NA,NA,NA,NA,NA,0.062689997,0.053149998,0.042300001,0.04245,0.04521,0.04902,0.073380001,NA,NA,NA,NA,NA
SDN,NA,NA,NA,0.530070007,0.472770005,0.446859986,0.395090014,0.339819998,0.295859993,0.298440009,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368339986,NA,0.540859997,NA,NA,NA,NA
SGP,1.31843996,1.415079951,1.737499952,1.816280007,1.821539998,2.020760059,2.068069935,2.026360035,2.104589939,2.160670042,2.133280039,2.336990118,2.620820045,2.159250021,2.012969971,2.150549889,1.999469995,2.000479937,2.185780048
SLB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLV,NA,NA,0.080310002,NA,NA,NA,NA,NA,NA,NA,NA,0.08935,0.112450004,0.077440001,0.067230001,0.03112,0.030510001,0.05768,0.084200002
SMR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRB,NA,0.754040003,0.801349998,0.997179985,0.898069978,0.32119,0.679530025,0.521380007,0.304439992,0.416850001,0.466780007,0.350360006,0.373100013,0.866129994,0.744270027,0.72438997,0.906910002,0.726840019,0.775770009
SSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498652847,NA,NA,NA,NA,NA,NA,NA
SSD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SSF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498652847,NA,NA,NA,NA,NA,NA,NA
SST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVK,0.892920017,1.052829981,0.766110003,0.645560026,0.639270008,0.625649989,0.56388998,0.562470019,0.501489997,0.495620012,0.477030009,0.449440002,0.463180006,0.47477001,0.617879987,0.664990008,0.808099985,0.82735002,0.886219978
SVN,1.266330004,1.247269988,1.30637002,1.338140011,1.356299996,1.467730045,1.438730001,1.245280027,1.368059993,1.412289977,1.532909989,1.423820019,1.625640035,1.816290021,2.057630062,2.423579931,2.579469919,2.603929996,2.386470079
SWE,NA,3.319360018,NA,3.421580076,NA,3.913820028,NA,3.614370108,3.391330004,3.387000084,3.500319958,3.256609917,3.495249987,3.449650049,3.216120005,3.249180079,3.281339884,3.306050062,3.160900116
SWZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SXM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYC,NA,NA,NA,NA,NA,0.425249994,0.407070011,0.411830008,0.346579999,0.302089989,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEA,0.46336372,0.567802904,0.632310821,0.695865468,0.732810142,0.80266518,0.913678707,1.010350151,1.11261841,1.186260104,1.257612902,1.254742127,1.424038654,1.41153537,1.697762812,1.633400688,1.896104035,1.799787388,1.963799274
TEC,0.763744306,0.80431119,0.657212096,0.68539272,0.707773918,0.787578198,0.799351375,0.79670189,0.770615568,0.770689435,0.768993618,0.821708081,0.802518434,0.910136115,0.878062392,0.877788465,0.929682546,0.923786885,0.995616593
TGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253490001,NA,0.220829993,NA,0.269520015
THA,0.119180001,0.102140002,NA,0.248359993,0.244709998,0.252310008,0.230550006,0.245340005,0.238289997,0.218889996,0.232710004,0.200800002,NA,0.23466,NA,0.361669987,NA,NA,0.482859999
TJK,NA,NA,NA,NA,NA,0.089529999,0.07068,0.068899997,0.066969998,0.095700003,0.107320003,0.067780003,0.06983,0.085770003,0.089139998,0.121480003,0.114200003,0.117700003,NA
TKM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLA,NA,NA,NA,NA,0.554918121,0.537133536,0.52684108,0.561416332,0.565355424,0.619443865,0.610085718,0.646728182,0.696892803,0.732693047,0.776548594,0.763442624,0.765232733,0.831316893,NA
TLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.310484547,0.338407841,NA,NA,NA,NA
TON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSA,0.612854799,0.607078093,0.616744385,0.639750652,0.637561768,0.644926827,0.646883123,0.706889987,0.727945638,0.762752961,0.779028801,0.773180895,0.809571402,0.773149628,0.771225482,0.770530471,NA,NA,NA
TSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498652847,NA,NA,NA,NA,NA,NA,NA
TTO,0.103249997,0.115529999,0.127149999,0.122919999,0.126139998,0.117619999,0.129329994,0.112549998,0.111529998,0.093960002,0.055259999,0.04589,0.030719999,0.056650002,0.050250001,0.041930001,0.04589,0.052069999,0.078160003
TUN,NA,NA,NA,NA,NA,NA,0.54302001,0.650430024,0.730949998,0.711950004,0.677259982,0.665509999,0.639400005,0.706439972,0.690259993,0.707599998,0.680739999,0.661140025,0.641030014
TUR,0.451590002,0.49169001,0.370950013,0.467669994,0.479090005,0.53779,0.525940001,0.483110011,0.51831001,0.591040015,0.580160022,0.722410023,0.72517997,0.849020004,0.843429983,0.859529972,0.921959996,0.944769979,1.007130027
TUV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TZA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339940012,NA,NA,0.380250007,NA,NA,0.529240012,NA
UGA,NA,NA,NA,NA,NA,NA,0.367559999,0.256119996,0.260560006,0.21514,0.300330013,0.388209999,0.326319993,0.359059989,0.47567001,NA,NA,NA,NA
UKR,NA,1.192299962,1.069929957,0.969680011,0.96213001,1.023290038,0.998199999,1.111789942,1.081519961,1.168959975,0.94907999,0.853190005,0.846440017,0.856440008,0.830980003,0.737800002,0.751670003,0.761749983,0.658720016
UMC,0.494886554,0.538052538,NA,0.575647095,0.675993761,0.716084215,0.775730065,0.820469986,0.847703552,0.903332357,0.921776679,0.965929735,1.02892609,1.18767364,1.22507825,1.23718621,1.372090963,1.478909114,1.557817522
URY,0.265009999,0.349940002,0.191860005,0.224169999,0.209250003,NA,0.238179997,NA,NA,NA,0.365390003,0.424719989,0.379729986,0.412519991,0.341149986,0.348699987,0.326840013,0.321170002,0.334419996
USA,2.441819906,2.470910072,2.496750116,2.541739941,2.620500088,2.638329983,2.549679995,2.552860022,2.489959955,2.506000042,2.550019979,2.626929998,2.766829967,2.818599939,2.740459919,2.762909889,2.697969913,2.725280046,NA
UZB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19777
VCT,NA,NA,NA,NA,NA,0.043060001,0.120279998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VNM,NA,NA,NA,NA,NA,NA,0.178080007,NA,NA,NA,NA,NA,NA,NA,NA,0.190439999,NA,NA,NA
VUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WLD,1.989039288,1.983570427,2.000771182,2.075901154,2.077490782,2.096717646,2.058899822,2.047599817,1.999139711,1.989646817,1.998441897,1.965245275,2.03057468,2.062944276,2.060517145,2.053882915,2.133974289,2.1274771,NA
WSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XKX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZAF,NA,0.583549976,NA,NA,NA,0.71578002,NA,0.760510027,0.813340008,0.863150001,0.898150027,0.882870018,0.88815999,0.835619986,0.737039983,0.734200001,0.731679976,NA,NA
ZMB,0.01104,0.00737,NA,NA,NA,NA,0.00544,0.00847,0.022229999,0.02493,NA,NA,0.278189987,NA,NA,NA,NA,NA,NA
ZWE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
