ISO_alpha3_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
KWT,49.50964642,43.12959278,35.91243542,40.30778535,46.61852412,56.99301582,55.63421001,51.47636558,56.09882979,38.78513279,49.56344671,61.94914855,61.87200014,58.30969938,55.20545005,38.03531938,32.56541198,35.98686557,43.09483172
LAO,4.024311647,4.574017467,4.809069085,6.467637168,6.170366759,7.056944601,14.58151954,14.14806808,15.40921501,13.53276069,17.42829244,17.98810796,15.63736593,15.67066473,11.99444572,8.803967657,8.006637067,7.7386075,6.731680812
LBN,0.001607124,0.001535426,0.001372922,0.00160304,0.001457056,0.001356432,0.001622691,0.001377815,0.001896636,0.001909543,0.001880799,0.001934982,0.00182191,0.001544904,0.00228955,0.00192951,0.001341517,0.00157286,0.000816481
LBR,17.82040447,17.11095893,23.70383378,34.21080424,19.81565872,19.82864214,17.64607546,21.65039104,22.03394991,22.37407953,18.8582451,26.00354542,32.08350879,34.94511083,33.1397713,25.4222136,26.06374986,29.1182011,21.55805217
LBY,34.74455628,30.86153272,50.44116212,49.51507114,56.39896669,63.06690207,68.79008066,61.57275563,64.02141656,47.44345149,54.33739702,46.47032111,62.22497068,52.78058736,42.17659015,28.44956426,22.29548807,38.55943319,43.44257542
LCA,0.010381819,0.01089956,0.009763686,0.009552621,0.009236447,0.008373225,0.011003542,0.010776587,0.010641917,0.009930114,0.021393996,0.017173383,0.016416211,0.019327595,0.025358972,0.018653969,0.02423865,0.018833842,0.011779669
LIE,0.009363902,0.008433566,0.009402943,0.008829964,0.006799439,0.006601353,0.008323731,0.009372459,0.010923511,0.009786685,0.009240635,0.008170656,0.006552387,0.005293184,0.005992884,0.001908062,0.002072411,0.001916677,NA
LKA,0.190956033,0.196220474,0.20378794,0.196684505,0.147444271,0.122251479,0.16293001,0.193905777,0.166633781,0.153163914,0.185696676,0.165828467,0.139067959,0.112850406,0.110176926,0.12881073,0.141237446,0.107293835,0.064697203
LSO,3.45870924,3.612947199,4.649729896,5.468173675,3.85504574,3.425952346,3.068439057,4.951750177,5.484777301,5.795270545,3.874081913,3.825862028,4.607965787,4.975237258,5.45913291,6.178574943,7.098965041,6.0686734,3.344852177
LTU,0.958419671,0.92589878,0.790435032,0.693253477,0.638610601,0.569458072,0.540883592,0.477005722,0.437354554,0.385511629,0.54858403,0.567274472,0.523032263,0.469255402,0.446911419,0.350858322,0.368422006,0.382236328,0.344371601
LUX,0.018978826,0.018889234,0.017277155,0.015122494,0.009754185,0.009924462,0.011619988,0.014645127,0.170169525,0.168429717,0.060163331,0.093570501,0.114924324,0.057804161,0.045927263,0.012855063,0.010300944,0.010353034,0.011717768
LVA,2.60037443,2.087713926,1.744821652,1.752076428,1.587574739,1.30862082,1.168198605,0.957817829,0.660603919,0.844255262,1.227070455,1.192333818,1.293364024,1.051904479,1.040971542,0.934589564,1.021295586,1.067852607,0.845168169
MAC,0.001108683,0.001260575,0.001301609,0.00167601,0.001427791,0.000775882,0.000767207,0.000919396,0.001353963,0.001229554,0.000909142,0.000922097,0.000636428,0.000518544,0.000700385,0.000662704,0.000750188,0.000699134,0.000336096
MAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,0.724242752,0.799352657,0.7980188,0.629960469,0.489757799,0.500123129,0.73866854,0.807522,5.618870292,3.877846615,2.214006292,3.691535917,4.246265329,2.325217736,2.069183675,2.501581099,2.208309042,1.795778055,1.586964441
MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDA,0.314848366,0.215460092,0.228419703,0.260696875,0.211968669,0.192447806,0.20221568,0.198871075,0.218514543,0.202429957,0.138868759,0.173109406,0.172595063,0.284675397,0.305651736,0.329677078,0.283313573,0.266657765,0.270791421
MDG,3.28303487,2.786758888,3.504721619,5.218665482,6.161943288,5.410858122,5.625511353,6.433670477,5.812821143,6.88094047,5.991034163,6.332178664,7.127352266,7.856124468,10.33833653,10.91943416,9.898775404,8.719289519,6.09048639
MDV,0.007423437,0.005417063,0.005344647,0.005158485,0.004684625,0.004815316,0.005008544,0.007331721,0.005554853,0.005294075,0.008965944,0.009071134,0.007473313,0.005226976,0.005174962,0.005869198,0.00663327,0.005261071,0.002571114
MEX,3.530324032,2.537442067,2.686900538,3.546823953,4.485226405,5.914777446,6.337356877,5.820274045,6.749164069,4.148433568,5.141643161,7.138783418,6.808678807,6.007400753,4.98136598,2.567102734,2.349141702,2.897146625,3.47499266
MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKD,0.572277748,0.900098228,0.565733629,0.867787755,2.303848779,2.044321268,4.596675233,8.146423945,5.470991213,2.517434626,4.712397424,3.389814683,2.1796289,2.760240216,3.007552207,1.280147866,1.240178636,1.713282224,1.521359278
MLI,3.593572909,3.105372535,5.309546009,6.771677913,5.594731162,5.969230915,9.650241121,10.16997195,10.11740963,11.59213828,12.22247251,13.11742925,16.83042784,13.47494138,11.29798796,12.1067968,12.42883334,12.30660209,10.21325791
MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR,6.930652935,12.08539565,12.61192186,12.21975036,13.62980226,12.59736803,13.70912306,11.81507799,10.22393435,7.362432533,5.839706277,6.69467971,6.483536456,6.369755655,8.002151041,6.813420499,6.085378995,6.657156227,6.587145201
MNE,0,0,0,0.176843787,0.255442648,0.622181285,0.907407718,0.817585459,1.403096385,0.35069102,1.034163329,1.406027178,0.920441296,0.670273695,0.830384118,0.858620011,1.014140271,1.659351784,1.624795308
MNG,8.005073248,7.60520592,6.787331602,8.480238254,19.21306252,21.49677243,35.01665251,32.22250004,35.05381665,28.77828162,38.68213563,45.57826788,25.9215176,23.98968566,25.66946206,19.42857245,28.37066216,37.64476119,40.06930317
MNP,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,6.323850569,6.369693433,7.199820984,10.18439881,8.003299637,8.117220319,8.567143348,10.15816518,10.59028424,10.54730974,11.24400384,12.06266555,13.55744578,12.74522652,13.30234524,13.27222641,16.84135732,18.89066591,15.76340154
MRT,9.074192984,9.601960618,8.841862503,9.956089485,10.92762254,19.30647217,27.41258733,40.77643031,42.65994225,24.34761173,37.68459551,36.46392568,30.65496948,29.61527244,25.4814784,16.24040797,15.9320972,18.91099988,16.17667205
MUS,0.011771006,0.011682864,0.011248817,0.010698957,0.006832013,0.006501874,0.008144582,0.008348553,0.008574986,0.011421218,0.00683374,0.004645521,0.003741996,0.001841821,0.001259368,0.00117583,0.003679214,0.003335224,0.002055829
MWI,10.06260347,9.808359059,5.736855362,8.621029804,6.358740912,6.662301021,6.704736708,7.869008076,8.637813715,7.004814577,5.938489094,5.861541642,8.792813859,9.745915465,9.547878963,9.245008185,10.8413454,9.60962066,6.224147676
MYS,10.97344742,9.306176681,8.80995322,11.04342298,10.82735091,12.90111972,13.89144247,12.9071582,13.7542658,10.24157628,9.578527185,10.08161049,9.765084202,8.877476962,8.689601908,6.818563477,5.260253954,6.024378149,7.541505707
NAM,0.559330059,0.536151299,0.795053531,0.951725885,0.951566182,1.292199936,2.752959664,6.082674954,3.128401717,2.28530753,2.902366885,2.709314444,2.434160564,2.23999601,2.634501301,3.607383117,4.478581646,4.931650075,4.656231165
NCL,5.86430531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NER,7.275101308,6.547189932,7.024510571,9.29014518,7.598438002,7.435094686,7.130528839,8.672545565,8.29982775,8.339319543,7.322615973,8.639106831,10.92169909,11.95671642,10.79874977,10.19777624,10.00937309,9.593692575,6.057944553
NGA,23.6452469,15.63716661,11.54311534,13.6737028,17.64912198,20.57572997,17.99946622,16.65952018,19.07679956,11.34734081,14.83362273,19.1656235,16.69264678,12.90619366,10.31554276,5.025502875,4.810420093,8.655323511,11.48387008
NIC,1.216356296,1.147318281,1.139219094,1.267883974,1.279063626,1.164978098,1.759933933,1.72177458,1.701322627,1.699928725,3.851873426,4.250610767,4.333304925,4.435392983,4.417154467,3.076456708,4.03749431,3.345246922,2.818328431
NLD,0.505253245,0.905463439,0.657792619,0.565774148,0.527590553,0.483046479,0.815776224,0.762262112,1.152384639,0.974275297,0.906566159,1.201463249,1.335302447,1.295207205,0.800249809,0.480484803,0.286239009,0.3604492,0.414187426
NOR,11.74569016,9.553705548,8.616165852,8.536175136,9.396104033,10.44321005,11.24079213,9.845914217,12.18747914,8.609349508,8.800114172,10.86271789,10.22203309,8.731984813,7.83065354,5.23280821,4.075353275,5.81374706,7.979729663
NPL,1.167014757,1.060806695,1.141898265,1.210283809,0.901648176,0.792751668,1.081808231,1.356154538,1.074101074,1.004027375,1.470747774,1.271747617,1.105027897,0.957504595,0.977153967,1.100329569,1.281174981,0.88090149,0.456871306
NRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
NZL,2.055924586,1.811961698,1.532059396,1.139724199,1.031460954,1.188525125,1.306360485,1.599903152,2.601981934,2.010977506,2.200426052,2.293611661,1.960933763,1.734830801,1.546959827,1.358559563,1.083754866,1.182874965,1.324697464
OMN,46.71687338,39.45160993,36.24694749,36.17041694,39.66047124,46.92313263,45.39769096,41.80841887,40.80262461,33.31713231,39.62510829,49.95398426,46.58621939,44.95048418,39.36568866,24.02510856,19.7911018,23.4233395,29.20238625
PAK,1.353947356,1.376550398,1.583789804,1.614787466,1.746613081,2.228811805,2.537463239,2.261269381,2.242093135,1.888994668,1.966253998,2.821606746,2.616805837,2.261245114,2.189683375,1.336275268,0.957622712,1.075918891,1.305541289
PAN,0.114890931,0.116760728,0.122581375,0.140072689,0.135714876,0.097219194,0.127248922,0.117726583,0.109519194,0.157234703,0.252785001,0.312610752,0.325390388,0.26682872,0.301831086,0.199101131,0.134529851,0.122699932,0.126954315
PER,2.078428399,1.312217335,1.304750756,1.601095565,3.585581848,5.475792374,12.40430298,13.25604183,10.94982599,7.919686045,10.78064622,12.53444469,10.35393389,8.510687954,7.431386015,6.5818747,7.353961826,9.0358386,8.902084074
PHL,0.502225777,0.518432461,0.755209937,1.031017157,1.118608745,1.170635327,2.032958982,4.223007116,2.064216891,2.080399721,2.850422032,4.088146604,2.480125347,1.917913382,2.535432369,1.662746702,1.176200021,1.287208423,1.470657536
PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNG,32.92613568,30.86664908,32.99631741,33.13209262,38.57806346,39.09262786,36.71229951,31.76533103,33.22374133,27.70243076,29.86235036,28.46446418,23.20268379,18.39383353,21.00343573,20.11268969,20.39775131,21.5444349,24.51946501
POL,0.66060232,0.901829191,0.631611133,0.678367228,1.576616434,1.35378231,1.807283832,1.514385683,2.264821238,1.233664555,1.626728116,1.987954329,1.472801988,1.069151661,0.938248474,0.854800275,0.831063896,0.99273183,0.966189862
PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRT,0.149382348,0.114829766,0.114312587,0.112147127,0.121596498,0.150238754,0.271574732,0.305126967,0.264591558,0.200363625,0.259715914,0.318590295,0.315382476,0.280839884,0.291123136,0.282244293,0.166564452,0.185073024,0.182738663
PRY,1.457872972,1.607574474,2.059974763,2.140509429,1.639644947,1.565200181,1.827203212,1.646859459,1.381190611,1.516351013,1.942256583,1.428812912,1.472470493,1.443227589,1.510450959,1.517169412,1.737993584,1.423172489,1.208297245
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYF,0.000964199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QAT,42.01828325,35.80081834,31.69204329,34.07397448,37.2698728,43.27998796,39.20718768,35.78447447,36.0177507,29.66742167,33.8944636,40.81711637,37.5918951,35.08100395,30.63022725,20.00435653,15.32955165,17.92598955,21.29103988
ROU,3.4958862,3.640956248,2.742716263,2.459012336,2.426359041,2.070582955,2.230472724,1.682311432,2.075295566,1.494583779,1.737345756,2.323683278,2.244045207,1.862107682,1.44561737,0.93850951,0.674237825,0.862435411,1.036131854
RUS,21.70675203,19.93174778,17.40296418,17.57430287,17.09663338,18.2324086,19.39162352,16.98561736,19.24176328,15.35309773,15.90255977,18.02092559,15.92586905,14.04255311,13.27559098,10.2978692,8.679467892,10.80799102,15.52869908
RWA,5.994262672,6.281732682,7.512273909,10.51217854,7.987277899,6.687298285,5.274931367,6.097540757,8.144190228,6.837688322,6.212173441,6.545105792,6.17790026,6.178907012,6.355689108,6.045666265,5.98633487,5.819315602,4.022617648
SAU,43.1750733,35.07550169,32.87312376,38.72188041,44.3808398,51.17200878,52.18055347,49.10570171,55.34139391,35.26390097,38.80589464,50.48567645,48.56400417,45.56529281,41.2438309,24.21029757,20.02787435,23.73606607,29.54625822
SDN,10.136839,7.047203905,7.265909821,7.298530339,13.50148092,17.44654132,17.05802737,18.38838008,23.12642855,12.31980923,15.62816577,24.28697956,9.966816457,11.16795589,8.380985644,5.420582998,8.792914042,12.05785471,22.09492938
SEN,2.464287792,2.314926137,2.507869721,2.818374922,1.971401426,1.928634704,1.917924513,2.17737343,3.028393363,3.918639435,3.194543813,3.872005557,5.06047679,3.827165672,3.687548397,4.106948471,4.275357756,3.641516424,2.589823393
SGP,0.000326034,0.000402379,0.000433988,0.000593717,0.000555645,0.000311137,0.000323625,0.000395166,0.000620723,0.000577562,0.000453216,0.000514112,0.000393117,0.000335629,0.000490477,0.000382737,0.000423973,0.000412995,0.000187593
SLB,4.911432469,5.608136904,7.128105488,12.03531437,9.250669443,11.96896381,16.80650946,22.46386706,23.78108971,17.5499461,20.94755974,23.86472374,25.89272391,22.43573499,25.19837636,20.88890712,18.72095275,23.23373504,22.08158907
SLE,14.25444673,8.040941489,8.424433535,12.87893185,11.1090372,9.804756815,9.162901051,11.93198196,11.48081726,12.26353469,10.46579601,12.13098214,27.98108557,53.62518762,36.83943331,12.51272976,17.47202296,18.57873142,7.880184192
SLV,0.497077306,0.485786941,0.456180575,0.445015904,0.43056705,0.405600186,0.543394786,0.565770463,0.591889848,0.576957618,1.028737698,0.818942456,0.769154951,0.87734627,1.054789901,0.829458453,1.001944963,0.83095185,0.597255898
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRB,1.945858433,1.490610629,0.694761164,0.565274184,1.849647641,1.288586167,1.466986317,1.461990501,2.712128041,1.137740225,2.183473971,2.832138773,2.124572458,1.571378625,1.410854426,1.167604753,1.091733237,1.312295982,1.290372516
SSD,NA,NA,NA,NA,NA,NA,NA,NA,62.73408977,36.51758639,45.84369503,57.33087749,7.430246367,18.19986328,26.23162361,11.24559738,NA,NA,NA
STP,NA,2.965313992,3.191138395,4.008662942,3.060730567,2.712065633,2.683484077,3.614185709,3.519154983,3.51016262,3.95977166,3.794982483,3.786983093,3.229189974,3.036643093,3.526710645,3.229792151,3.05115485,1.904152098
SUR,13.31835708,13.73582606,9.296065943,8.305965897,9.905546363,12.93270222,12.94723477,13.89879338,15.51252594,11.39005829,24.74675917,35.74947539,34.45207871,26.84477077,21.00493982,15.72570017,26.22612367,29.25034721,29.19476079
SVK,0.391665053,0.360350792,0.257258906,0.263166843,0.304021383,0.330270624,0.306830396,0.336331651,0.395870047,0.269617491,0.335027711,0.358061037,0.527027596,0.470761306,0.442706238,0.31304822,0.324549427,0.337448046,0.276491332
SVN,0.166528473,0.207377065,0.138768466,0.147474927,0.244006639,0.189751704,0.212347617,0.227931206,0.389092442,0.196797956,0.276844757,0.35200527,0.24210279,0.19535715,0.259560713,0.255780282,0.268906,0.245935127,0.229481858
SWE,0.26062597,0.269838029,0.309106869,0.266803344,0.236058482,0.496974952,0.572639489,0.827576572,0.924167804,0.495903812,0.998307759,1.040318364,0.742627939,0.702274879,0.566929648,0.393845332,0.435846292,0.55544244,0.537634002
SWZ,2.964851766,3.47731341,4.482498804,2.885049328,2.39271762,2.050345927,1.887498271,2.374883948,3.005861156,2.520842258,2.198669629,2.30140301,4.547403388,5.585246225,3.645913613,3.157295478,4.209453264,3.557124076,2.350258829
SXM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYC,0.106691975,0.099596341,0.103564635,0.118654334,0.065813676,0.089150689,0.1026628,0.107701101,0.178606459,0.161164193,0.147076426,0.149876294,0.164496344,0.129577621,0.127854122,0.116328675,0.101769728,0.110469506,0.094351556
SYR,26.83621056,21.54053814,22.99903533,25.61771299,21.72800636,26.16083026,25.43736509,21.56175492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,NA,0.001950176,0.00177744,0.001763698,0.001607743,0.001344816,0.001651895,0.001660992,0.001650921,0.001924121,0.0047019,0.003871362,0.00394063,0.00477254,0.006094201,0.004376962,0.005651383,0.004764048,0.002972077
TCD,10.59349074,8.327720007,8.649644367,13.70371561,37.15544937,38.02556062,36.62317059,34.25361167,36.46142045,20.19613906,24.76702265,30.71075095,28.59377287,22.72295006,20.2001741,13.36028264,13.27816427,21.5451337,23.95442915
TGO,7.602394951,7.090998326,7.369624102,9.658412405,6.325869442,7.272345318,8.626515246,12.10988247,17.83968556,18.78408908,15.81128528,24.90780665,31.15725883,25.09402984,21.39346121,19.76067853,18.20853441,16.40808322,11.16749076
THA,1.572785306,1.527074101,1.422503236,1.944134455,2.07468268,2.578301813,2.898186833,2.828432227,3.771309467,2.578358528,2.69818417,3.175361714,3.084863219,2.823295271,2.902203177,2.055915232,1.608761844,1.649590219,2.010224386
TJK,0.450299196,0.436572167,0.532718732,0.725702714,0.821926337,0.674160155,0.967715845,0.940623341,0.953371152,0.798286202,1.365142735,1.960756116,1.94438267,1.757369045,2.721879819,3.313294464,5.131976275,5.935168032,6.766636084
TKM,71.11066197,86.2523063,63.22321395,58.46541065,51.75750953,53.6881768,64.50248487,62.9922458,65.14386227,29.22426607,30.38785536,43.35981332,38.81013981,33.42711487,24.08840497,18.1312702,11.91602575,17.34407291,24.66968209
TLS,0.403628844,0.349596313,0.385771267,0.520152002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.50226248,57.6747237,33.5451186
TON,0.028344713,0.033460016,0.035606423,0.041612279,0.031563383,0.023475579,0.039225386,0.047866135,0.054824462,0.05394034,0.048160346,0.046538998,0.039634628,0.039853245,0.051472659,0.043260819,0.049446885,0.047874585,0.034821623
TTO,14.36779301,10.42900343,11.44765438,12.23314239,12.74433193,17.34552753,19.10475965,15.42326501,14.73756682,14.72812426,13.75776778,17.64441579,17.47877489,16.62973768,13.03081767,7.316701552,4.791029488,7.211919767,10.61302721
TUN,3.631490161,2.807761499,2.75458561,2.494732306,2.982573367,4.361158732,4.733548582,6.048237417,9.648345382,6.810777593,5.831451081,6.703644311,7.096390251,5.923552286,4.882187452,2.89484896,2.301125648,2.522187809,3.286419711
TUR,0.235864493,0.303550906,0.212205862,0.198767025,0.283019154,0.275362315,0.370688705,0.426776102,0.639043184,0.384522793,0.536560252,0.700051442,0.560164115,0.482721426,0.416231036,0.310795241,0.302599652,0.381377338,0.477268898
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZA,3.510791133,3.360495734,4.062735029,6.112352528,5.214272958,5.264281549,6.532315105,7.284772906,7.070648571,7.45158944,7.478776021,9.064137147,8.734927924,7.143444442,6.402340629,6.771965482,6.803871222,6.232841657,4.683778632
UGA,12.04225517,12.41449556,14.19516969,21.78688586,15.24468246,14.15074085,13.35730256,15.6936079,16.76201674,9.542435346,8.170235198,9.232478217,10.73486211,10.80466657,10.60442473,11.28777804,12.96945087,12.02504097,7.467531597
UKR,4.049880076,5.287572176,4.181853732,3.995661305,4.643991634,6.395002994,6.658354646,7.904650388,9.956242618,7.070995382,9.044101912,10.05961365,6.907641676,6.343764504,5.687845463,4.093136002,3.52347878,3.95082695,3.71306214
URY,0.175884455,0.210800661,0.452692063,0.627576708,0.759740931,0.756702404,1.097336002,1.28745028,1.582499585,1.371001996,2.032331644,1.382559595,1.189957412,1.292150682,1.470978691,1.741736584,1.763559078,1.510104714,1.597521345
USA,0.969664206,0.878167346,0.599652728,0.788646895,1.18144816,1.224796157,1.094148278,1.040404326,1.912370912,0.770862912,0.917193075,1.226419147,0.826186247,0.785272959,0.664931284,0.274171912,0.33945281,0.477291211,0.711242137
UZB,16.39158929,26.89653979,24.76759115,27.45914953,24.5023719,23.15509828,33.38491514,29.52458,33.55873806,24.5068342,17.77164276,21.49512078,20.3837763,18.58245347,13.01196597,8.673074031,7.247471798,12.50847147,18.94626205
VCT,0.021308549,0.019390976,0.016030704,0.01621698,0.015375086,0.013831551,0.018085316,0.016459545,0.017016211,0.015764171,0.03528671,0.030051245,0.028325877,0.032995011,0.044910537,0.032552437,0.042885825,0.035269334,0.022457887
VEN,19.37399285,13.22007064,18.12400283,22.63459175,24.96705117,28.23856709,25.98070916,21.33141145,21.00154791,9.054821484,10.71463016,20.50913391,16.09698994,15.66119917,10.35906624,NA,NA,NA,NA
VGB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VIR,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
VNM,9.159784102,7.88299178,7.507715441,8.009865952,11.81167761,12.20430447,12.56038873,11.63935899,14.15638299,7.47518679,9.401405873,11.12403699,9.324333486,7.727732003,7.10818283,4.443219967,3.614618221,3.901946773,4.320103336
VUT,0.802617573,0.755674112,0.796909305,0.912436275,0.674618263,0.554777763,0.717698238,0.768503455,0.947862019,0.846864477,0.79665333,0.818774115,0.764014393,0.70665653,0.934593795,0.810132552,0.829513351,0.794810601,0.535740898
WSM,0.453318231,0.53730979,0.554184166,0.549251177,0.391074926,0.309647101,0.267294211,0.332325221,0.484963506,0.476381239,0.421173837,0.483401233,0.401122175,0.36497819,0.541403562,0.408666137,0.457963433,0.465520777,0.268609116
YEM,42.33953619,34.14674795,31.91184821,33.10829429,35.0307623,42.37468003,41.60406229,33.41274716,33.9426637,20.64904763,23.46545043,26.46370836,19.28651575,14.2126928,11.34654561,2.354641622,0.982505816,0.883070644,2.688356266
ZAF,3.054359676,4.580072878,4.208613912,3.747118926,5.587368037,4.918177186,5.715616598,7.167750002,12.96010392,6.039803548,7.690357706,8.664772985,7.293230483,6.997347009,5.800954252,4.508250468,5.001995476,5.269246464,5.168947628
ZMB,9.545041363,6.912722278,8.569012655,13.42799712,16.38420876,16.91138122,23.14394997,25.43574114,21.01868642,22.53968787,24.0416988,24.51261544,21.8781667,19.63131195,18.68714008,20.44987221,19.94687778,20.58049193,19.11167072
ZWE,3.624265296,3.787635043,4.371281236,7.123114324,9.029125723,9.325117188,12.09402852,16.81659405,19.47043882,7.397110133,7.754621442,9.499246514,8.092274469,6.534713634,7.159929128,6.865975502,7.134862608,7.006571337,5.74518718
